sku,detalle,costo,venta,desde,hasta,empresa_id
40200000008,ALCOHOL 70# DIFEM PHARMA LT,1640,2394,1-9-2020,2-12-2020,1
40200000013,CIF CREMA 750GR UN,1866,2724,1-9-2020,2-12-2020,1
40200000018,CLORO GEL INGENIX 900ML UN,959,1400,1-9-2020,2-12-2020,1
40200000020,CLORO ROPA COLOR CLOROX 960CC UN,1828,2669,1-9-2020,2-12-2020,1
40200000026,DESINFEC. W.C. PAST.AZUL HARPIC 45GR,1278,1866,1-9-2020,2-12-2020,1
40200000029,DESODORANTE AMBIENTAL SAPOLI 360ML,910,1329,1-9-2020,2-12-2020,1
40200000032,DETERGENTE OMO 400GR,1059,1546,1-9-2020,2-12-2020,1
40200000093,ESCOBILLON PLASTICO PROASIN UN,947,1383,1-9-2020,2-12-2020,1
40200000097,ESPONJA AMARILLA C/FIBR.VERDE VANNI UN,223,326,1-9-2020,2-12-2020,1
40200000112,INSECTICIDA CASA JARDIN RAID 360CC UN,2488,3632,1-9-2020,2-12-2020,1
40200000120,LAVALOZA QUIX LIQUIDO 750ML,1929,2816,1-9-2020,2-12-2020,1
40200000121,LIMPIA PISO POET LAVANDA 900CCX12U,999,1459,1-9-2020,2-12-2020,1
40200000124,LIMPIA VIDRIO VIRGINIA 250CC,430,628,1-9-2020,2-12-2020,1
40200000125,LIMPIADOR 8M MEDITERRANEO DIVERSEY 5LT,4308,6290,1-9-2020,2-12-2020,1
40200000127,LUSTRA MUEBLES ARELA 250GRS UN,778,1136,1-9-2020,2-12-2020,1
40200000167,PA#O CELULOSA AMARILLO 3M VANNI UN,1764,2576,1-9-2020,2-12-2020,1
40200000168,PA#O CELULOSA AZUL 3M VANNI UN,1764,2576,1-9-2020,2-12-2020,1
40200000169,PA#O CELULOSA ROSADO 3M VANNI UN,1764,2576,1-9-2020,2-12-2020,1
40200000171,PA#O MULTIUSO AMARILLO VANNI UN,2088,3049,1-9-2020,2-12-2020,1
40200000186,"SUMA STAT PLUS D1 BAC DIVERSEY 1,5KG",8660,12644,1-9-2020,2-12-2020,1
40200000195,TRAPERO DOBLE C/OJAL VANNI UN,1010,1475,1-9-2020,2-12-2020,1
40200000198,VIRUTILLA PARRILLA SBRITE VANNI UN,667,974,1-9-2020,2-12-2020,1
40200000201,ALUSA FOIL ALUMINIO 30CM X100MT VANNI UN,3425,5001,1-9-2020,2-12-2020,1
40200000203,ALUSA PLAST FILM 28CM X300MT VANNI UN,3823,5582,1-9-2020,2-12-2020,1
40200000222,BOLSA BASURA 50X70CM VANNI UN,240,351,1-9-2020,2-12-2020,1
40200000223,BOLSA BASURA 70X90CM VANNI UN,420,613,1-9-2020,2-12-2020,1
40200000275,"CARBON 2,5KG AGUAS CLARAS UN",2340,3416,1-9-2020,2-12-2020,1
40200000328,GORRO COFIA DESECHABLE BLANCA VANNI UN,2490,3635,1-9-2020,2-12-2020,1
40200000333,GUANTES LATEX TALLA L VANNI UN,5916,8635,1-9-2020,2-12-2020,1
40200000334,GUANTES LATEX TALLA M VANNI UN,5916,8635,1-9-2020,2-12-2020,1
40200000335,GUANTES LATEX TALLA S VANNI UN,5916,8635,1-9-2020,2-12-2020,1
40200000349,MASCARILLA DESECHABLE VANNI UN,950,1387,1-9-2020,2-12-2020,1
40200000360,PAPEL HIG 2/HJ ELITE HABIT 20MT UN,2827,4128,1-9-2020,2-12-2020,1
40200000365,PAPEL HIG ELITE JUMBO 500MT ELITE UN,1139,1663,1-9-2020,2-12-2020,1
40200000414,SERVILLETA DISPENSADOR S/L ELITE 150UN,250,365,1-9-2020,2-12-2020,1
40200000415,SERVILLETA ELITE COCTEL 24CM 120UN,234,342,1-9-2020,2-12-2020,1
40200000458,TOALLA ELITE JUMBO DISPENSADOR 300MT UN,3584,5233,1-9-2020,2-12-2020,1
40200000610,JABON LIQ ACEITE ALMENDRAS 340CC UN,1445,2110,1-9-2020,2-12-2020,1
40200000612,JABON LIQ LE SANCY 340ML,161,235,1-9-2020,2-12-2020,1
40200000615,JABON LIQ. SIMONDS AVENA 360ML UN,1176,1717,1-9-2020,2-12-2020,1
40200004071,BOLSA BASURA 115X150CM VANNI UN,1460,2132,1-9-2020,2-12-2020,1
40200004271,PALA RECOLECTORA BASURA UN,760,1110,1-9-2020,2-12-2020,1
40200004319,SOFT CARE JBN ANTIBACTERIAL ESPUMA 700ML,3595,5249,1-9-2020,2-12-2020,1
40200004528,BOLSA BASURA 100X120CM VANNI UN,1020,1490,1-9-2020,2-12-2020,1
40200004550,MASCARILLA DESECHABLE GOLDEN,3950,5767,1-9-2020,2-12-2020,1
40200004551,MASCARILLA 3PLGBCA C/ELAST CJA 50UNDS,28000,39831,1-9-2020,2-12-2020,1
40400000001,"AGUA MINERAL C/G CACHANTUN 1,6LT",501,731,1-9-2020,2-12-2020,1
40400000029,"AGUA MINERAL S/G CACHANTUN 1,6LT",501,731,1-9-2020,2-12-2020,1
40400000050,AGUA PURIF S/G MANANTIAL 20LT,2800,4088,1-9-2020,2-12-2020,1
40400000050,BIDON DE AGUA 20 LTS,4088,5968,1-9-2020,2-12-2020,1
40400000070,"BEB. BILZ 1,5LT",781,1140,1-9-2020,2-12-2020,1
40400000078,"BEB. COCA COLA 1,5LT",857,1251,1-9-2020,2-12-2020,1
40400000090,"BEB. COCA COLA LIGHT 1,5LT",850,1241,1-9-2020,2-12-2020,1
40400000103,"BEB. COCA COLA ZERO 1,5LT",850,1241,1-9-2020,2-12-2020,1
40400000115,"BEB. FANTA 1,5LT",850,1241,1-9-2020,2-12-2020,1
40400000138,"BEB. FANTA ZERO 1,5LT",850,1241,1-9-2020,2-12-2020,1
40400000154,"BEB. KEM PINA 1,5LT",781,1140,1-9-2020,2-12-2020,1
40400000159,"BEB. LIMON SODA 1,5LT",781,1140,1-9-2020,2-12-2020,1
40400000199,"BEB. SPRITE 1,5LT",850,1241,1-9-2020,2-12-2020,1
40400000211,"BEB. SPRITE ZERO 1,5LT",850,1241,1-9-2020,2-12-2020,1
40400000266,JUGO DAMASCO CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,1
40400000280,JUGO DURAZNO COLUN 200CC,132,193,1-9-2020,2-12-2020,1
40400000335,JUGO MANZANA CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,1
40400000344,JUGO NARANJA CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,1
40400000365,JUGO PI#A CJ COLUN 200CC,132,193,1-9-2020,2-12-2020,1
40400000392,"NECTAR DURAZNO LIGHT PET ANDINA 1,5LT",644,940,1-9-2020,2-12-2020,1
40400000406,"NECTAR NARANJA LIGHT PET ANDINA 1,5LT",644,940,1-9-2020,2-12-2020,1
40400000414,"NECTAR PI#A LIGHT ANDINA 1,5LT",644,940,1-9-2020,2-12-2020,1
40400000489,GANSO VAC VACIO REF MARFRIG KG,4960,7242,1-9-2020,2-12-2020,1
40400000492,GUATITAS JULIANA VAC PRODEA CONG 5KG,4401,6425,1-9-2020,2-12-2020,1
40400000493,HAMB VACUNO 100GR LA CRIANZA UN,342,499,1-9-2020,2-12-2020,1
40400000497,HIGADO VACUNO CONG ABAROA KG,1365,1993,1-9-2020,2-12-2020,1
40400000499,LOMO LISO VAC VACIO MARFRIG KG,5912,8632,1-9-2020,2-12-2020,1
40400000500,LOMO VETADO VAC VACIO MARFRIG KG,6440,9402,1-9-2020,2-12-2020,1
40400000503,OSOBUCOVAC PORC 190-210GR 5KG,5377,7850,1-9-2020,2-12-2020,1
40400000506,POSTA ROSADA VAC VACIO MARFRIG KG,5206,7601,1-9-2020,2-12-2020,1
40400000508,TAPAPECHO VAC VACIO MARFRIG KG,4102,5989,1-9-2020,2-12-2020,1
40400000537,PECHUGA POLLO 1/2 DESH AGROSUPER KG,2849,4160,1-9-2020,2-12-2020,1
40400000546,POLLO ENTERO CONG AGROSUPER KG,1829,2670,1-9-2020,2-12-2020,1
40400000553,TRUTRO CORTO POLLO CONG AGROSUPER KG,1918,2800,1-9-2020,2-12-2020,1
40400000554,TRUTRO ENTERO POLLO AGROSUPER KG,1708,2494,1-9-2020,2-12-2020,1
40400000568,HAMB CERDO 100GR LA CRIANZA UN,385,562,1-9-2020,2-12-2020,1
40400000571,LOMITO CERDO 80G-100G EL MONTE KG,3252,4748,1-9-2020,2-12-2020,1
40400000583,CHORITOS CONG FRIOSUR,2674,3904,1-9-2020,2-12-2020,1
40400000589,MARISCO SURTIDO SIMPLE FRIOSUR KG,2773,4049,1-9-2020,2-12-2020,1
40400000601,REINETA FILETE S/PIEL FRIOSUR KG,4530,6614,1-9-2020,2-12-2020,1
40400000605,SALMON FILETE CONG FRIOSUR KG,5649,8248,1-9-2020,2-12-2020,1
40400000608,SURTIDO MARISCO ESPECIAL FRIOSUR KG,2937,4288,1-9-2020,2-12-2020,1
40400000628,CHORIZO PARRILLERO LLANQUIHUE 500GR,2387,3485,1-9-2020,2-12-2020,1
40400000634,COSTILLAR AHUM. CORTE CRUZ LLANQUIHUE KG,6406,9353,1-9-2020,2-12-2020,1
40400000644,JAMON P. MOLDE LAM A/V LLANQUIHUE 200GR,1161,1695,1-9-2020,2-12-2020,1
40400000649,JAMON PAVO COC/LAM A/V LLANQUIHUE 200GR,1443,2107,1-9-2020,2-12-2020,1
40400000661,JAMON SANDWICH LAMINADO LLANQUIHUE KG,5738,8377,1-9-2020,2-12-2020,1
40400000677,LONGANIZA LLANQUIHUE KG,4709,6875,1-9-2020,2-12-2020,1
40400000687,MORTADELA JAMONADA LAM LLANQUIHUE 200GR,1114,1626,1-9-2020,2-12-2020,1
40400000694,MORTADELA LISA LAM A/V LLANQUIHUE 200GR,974,1422,1-9-2020,2-12-2020,1
40400000704,PATE CAMPO LLANQUIHUE 125GR,492,718,1-9-2020,2-12-2020,1
40400000705,PATE CERDO LLANQUIHUE 125GR,492,718,1-9-2020,2-12-2020,1
40400000710,PATE TERNERA LLANQUIHUE 125GR,492,718,1-9-2020,2-12-2020,1
40400000720,PRIETAS LLANQUIHUE 250GR,863,1260,1-9-2020,2-12-2020,1
40400000726,SALAME LAM A/V LLANQUIHUE 200GR,1468,2143,1-9-2020,2-12-2020,1
40400000748,VIENESA CERDO LLANQUIHUE 250GR,1093,1596,1-9-2020,2-12-2020,1
40400000749,VIENESA CERDO LLANQUIHUE 500GR,2130,3110,1-9-2020,2-12-2020,1
40400000785,AJI VERDE VERGEL FYV KG,2731,3987,1-9-2020,2-12-2020,1
40400000797,AJO VERGEL FYV KG,4442,6485,1-9-2020,2-12-2020,1
40400000816,APIO MATA NATURAL VERGEL FYV KG,786,1148,1-9-2020,2-12-2020,1
40400000825,ARVEJA FRIZADA ALIFRUT 1KG,1359,1984,1-9-2020,2-12-2020,1
40400000858,BETARRAGA VERGEL FYV KG,966,1410,1-9-2020,2-12-2020,1
40400000872,BROCOLIS FRIZADO ALIFRUT 1KG,1094,1597,1-9-2020,2-12-2020,1
40400000905,CEBOLLA VERGEL FYV KG,671,980,1-9-2020,2-12-2020,1
40400000938,CHOCLO GRANO FRIZADO ALIFRUT 1KG,897,1310,1-9-2020,2-12-2020,1
40400000939,CHOCLO PASTA FRIZADO ALIFRUT 1KG,1074,1568,1-9-2020,2-12-2020,1
40400000940,CHOCLO TROZO FRIZADO ALIFRUT 1KG,1090,1591,1-9-2020,2-12-2020,1
40400000982,COCHAYUYO VERGEL FYV 250GR,1664,2429,1-9-2020,2-12-2020,1
40400000995,COLIFLOR FRESCA VERGEL FYV KG,1252,1828,1-9-2020,2-12-2020,1
40400000998,COLIFLOR FRIZADO ALIFRUT 1KG,922,1346,1-9-2020,2-12-2020,1
40400001035,ENSALADA PRIMAVERA FRIZADA ALIFRUT 1KG,1277,1864,1-9-2020,2-12-2020,1
40400001059,HABAS FRIZADA ALIFRUT 1KG,1687,2463,1-9-2020,2-12-2020,1
40400001098,LECHUGA ESCAROLA FRESCA VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,1
40400001125,LIMON VERGEL FYV KG,924,1349,1-9-2020,2-12-2020,1
40400001147,MANZANA ROJA 180GR+/-10 VERGEL FYV KG,1084,1583,1-9-2020,2-12-2020,1
40400001161,MANZANA VERDE 180GR+/-10 VERGEL FYV KG,1084,1583,1-9-2020,2-12-2020,1
40400001166,MELON CALAME#O FRIZADO ALIFRUT 1KG,1739,2539,1-9-2020,2-12-2020,1
40400001167,MELON TUNA FRIZADO ALIFRUT 1KG,1615,2358,1-9-2020,2-12-2020,1
40400001181,NARANJA MESA 180GR+/-10 VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,1
40400001196,PALTA HASS VERGEL FYV KG,3571,5214,1-9-2020,2-12-2020,1
40400001206,"PAPA DUQUESA FRIZADA ALIFRUT 2,5KG",2270,3314,1-9-2020,2-12-2020,1
40400001224,PAPA NATURAL VERGEL FYV KG,496,724,1-9-2020,2-12-2020,1
40400001242,PEPINO ENSALADA VERGEL FYV KG,1218,1778,1-9-2020,2-12-2020,1
40400001254,PERA 180GR+/-10 VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,1
40400001283,PIMENTO MORRON ROJO VERGEL FYV KG,2504,3656,1-9-2020,2-12-2020,1
40400001300,PIMIENTO MORRON VERDE VERGEL FYV KG,2504,3656,1-9-2020,2-12-2020,1
40400001310,PI#A FRESCA VERGEL FYV UN,1664,2429,1-9-2020,2-12-2020,1
40400001325,PLATANO VERGEL FYV KG,1050,1533,1-9-2020,2-12-2020,1
40400001328,POROTO GRANADO FRIZADO ALIFRUT 1KG,1889,2758,1-9-2020,2-12-2020,1
40400001330,POROTO VERDE C/A FRIZADO ALIFRUT 1KG,1429,2086,1-9-2020,2-12-2020,1
40400001331,POROTO VERDE C/F FRIZADO ALIFRUT 1KG,1372,2003,1-9-2020,2-12-2020,1
40400001379,REPOLLO MORADO FRESCO VERGEL FYV KG,998,1457,1-9-2020,2-12-2020,1
40400001396,REPOLLO VERDE FRESCO VERGEL FYV KG,882,1288,1-9-2020,2-12-2020,1
40400001418,TOMATE VERGEL FYV KG,1084,1445,1-9-2020,2-12-2020,1
40400001470,ZANAHORIA FRESCA VERGEL FYV KG,671,980,1-9-2020,2-12-2020,1
40400001493,ZAPALLO CAMOTE NATURAL VERGEL FYV KG,784,1145,1-9-2020,2-12-2020,1
40400001505,ZAPALLO ITALIANO GUISO VERGEL FYV KG,1218,1778,1-9-2020,2-12-2020,1
40400001536,ACEITE MARAVILLA CHEF 1LT,1746,2549,1-9-2020,2-12-2020,1
40400001542,ACEITE OLIVA CHEF 1LT,3891,5681,1-9-2020,2-12-2020,1
40400001548,ACEITE VEGETAL BONAZA 1LT,1447,2113,1-9-2020,2-12-2020,1
40400001549,ACEITE VEGETAL BONAZA 5LT,7161,10455,1-9-2020,2-12-2020,1
40400001575,ACETO BALSAMICO MARCO POLO 500CC,1593,2326,1-9-2020,2-12-2020,1
40400001579,AJI COLOR ALTO LA CRUZ KG,2837,4142,1-9-2020,2-12-2020,1
40400001588,AJI SALSA DON JUAN 1KG,930,1358,1-9-2020,2-12-2020,1
40400001592,AJO EN POLVO MARCO POLO KG,5140,7504,1-9-2020,2-12-2020,1
40400001602,ALMENDRAS ALTO LA CRUZ KG,9841,14368,1-9-2020,2-12-2020,1
40400001611,ARROZ C/LECHE TKF KG,1180,1723,1-9-2020,2-12-2020,1
40400001615,ARROZ G2 LARGO BONANZA 1KG,1256,1834,1-9-2020,2-12-2020,1
40400001629,ATUN LOMO ACEITE A/F R.CRUSOE 170GR,903,1318,1-9-2020,2-12-2020,1
40400001637,AVENA C/LECHE MACROFOOD KG,1265,1847,1-9-2020,2-12-2020,1
40400001640,AZUCAR BONANZA 1KG,901,1315,1-9-2020,2-12-2020,1
40400001656,BASE APANAR KG MACROFOOD KG,1756,2564,1-9-2020,2-12-2020,1
40400001693,CALDO CONCENTR CARNE MACROFOOD KG,1396,2038,1-9-2020,2-12-2020,1
40400001695,CALDO CONCENTRADO AVE MACROFOOD KG,1396,2038,1-9-2020,2-12-2020,1
40400001732,CEREAL CHOCAPIC NESTLE 600GR,2094,3057,1-9-2020,2-12-2020,1
40400001734,CEREAL CORNFLAKES NESLTE 510GR,1702,2485,1-9-2020,2-12-2020,1
40400001746,CEREAL MILO NESTLE 500GR,2044,2984,1-9-2020,2-12-2020,1
40400001754,CEREAL ZUCOSOS NESTLE 530GR,1755,2562,1-9-2020,2-12-2020,1
40400001757,CEREZA JUGO CENTAURO 570GR,1526,2228,1-9-2020,2-12-2020,1
40400001762,CHAMPIGNONES LAM CONS ESMERALDA 400GR,900,1314,1-9-2020,2-12-2020,1
40400001765,CHANCACA DELICIOSA 450GR,2124,3101,1-9-2020,2-12-2020,1
40400001777,CHOLGA AGUA A/F R.CRUSOE 190GR,1145,1672,1-9-2020,2-12-2020,1
40400001781,CHORITO ACEITE A/F R.CRUSOE 190GR,971,1418,1-9-2020,2-12-2020,1
40400001785,CHORITO AGUA A/F R.CRUSOE 190GR,971,1418,1-9-2020,2-12-2020,1
40400001796,CIRUELAS DESH C/CAROZO ALTO LA CRUZ KG,2817,4113,1-9-2020,2-12-2020,1
40400001802,COCKTAIL FRUTA WASIL 560GR,1175,1716,1-9-2020,2-12-2020,1
40400001815,CREMA ARVEJA/JAMON MACROFOOD KG,1326,1936,1-9-2020,2-12-2020,1
40400001820,CREMA CHANTILLY MACROFOOD 250GR,1007,1470,1-9-2020,2-12-2020,1
40400001823,CREMA CHOCLO MACROFOOD KG,1326,1936,1-9-2020,2-12-2020,1
40400001828,CREMA ESPARRAGO MACROFOOD KG,1326,1936,1-9-2020,2-12-2020,1
40400001831,CREMA LENTEJAS MACROFOOD KG,1635,2387,1-9-2020,2-12-2020,1
40400001832,CREMA NESTLE 236GR,571,834,1-9-2020,2-12-2020,1
40400001834,CREMA PASTELERA TKF KG,1875,2738,1-9-2020,2-12-2020,1
40400001839,CREMA TOMATE MACROFOOD KG,1635,2387,1-9-2020,2-12-2020,1
40400001842,CREMA VERDURA MACROFOOD KG,1326,1936,1-9-2020,2-12-2020,1
40400001860,DULCE MEMBRILLO PERELLO 1KG,1499,2189,1-9-2020,2-12-2020,1
40400001871,DURAZNO JUGO MITAD WASIL 590GR,1035,1511,1-9-2020,2-12-2020,1
40400001878,ENDULZANTE STEVIA LIQ NATURALIST 270ML,2681,3914,1-9-2020,2-12-2020,1
40400001879,ENDULZANTE STEVIA NATURALIST 500TAB,3007,4390,1-9-2020,2-12-2020,1
40400001890,ESENCIA DE VAINILLA SURCO LT,1205,1759,1-9-2020,2-12-2020,1
40400001895,FID CABEL/CORTO P/SOPA CAROZZI 400G,581,848,1-9-2020,2-12-2020,1
40400001913,FID ESPIRAL CAROZZI 400GR,581,848,1-9-2020,2-12-2020,1
40400001926,FID LAZA#A CAROZZI 400GR,999,1459,1-9-2020,2-12-2020,1
40400001929,FID MOSTACCIOLI CAROZZI 400GR,581,848,1-9-2020,2-12-2020,1
40400001937,FID QUIFARO CAROZZI 400GR,581,848,1-9-2020,2-12-2020,1
40400001942,FID RAVIOL C/CARNE CAROZZI 400GR,974,1422,1-9-2020,2-12-2020,1
40400001945,FID RIGATONI CAROZZI 400GR,581,848,1-9-2020,2-12-2020,1
40400001947,FID SPAGHETTI 5 CAROZZI 400GR,581,848,1-9-2020,2-12-2020,1
40400001961,FID TALLARINES CAROZZI 400GR,581,848,1-9-2020,2-12-2020,1
40400001968,FLAN CARAMELO C/LECHE MACROFOOD KG,1303,1902,1-9-2020,2-12-2020,1
40400001971,FLAN CHOCOLATE C/L MACROFOOD KG,1370,2000,1-9-2020,2-12-2020,1
40400001974,FLAN COCO C/LECHE MACROFOOD KG,1303,1902,1-9-2020,2-12-2020,1
40400001986,FLAN VAINILLA C/L MACROFOOD KG,1303,1902,1-9-2020,2-12-2020,1
40400001990,FONDO ALCACH. CONS ALTO LA CRUZ 907GR,3264,4765,1-9-2020,2-12-2020,1
40400002011,FRUTILLA JUGO WASIL 410GR,908,1326,1-9-2020,2-12-2020,1
40400002013,GARBANZO S/PIEL BONANZA 1KG,1864,2721,1-9-2020,2-12-2020,1
40400002036,HARINA S/POLVO MONT BLANC 1KG,859,1254,1-9-2020,2-12-2020,1
40400002046,HUESILLO C/CAROZO ALTO LA CRUZ KG,4920,7183,1-9-2020,2-12-2020,1
40400002047,JALEA DURAZNO MACROFOOD KG,2025,2957,1-9-2020,2-12-2020,1
40400002048,JALEA FRAMBUESA MACROFOOD KG,2025,2957,1-9-2020,2-12-2020,1
40400002052,JALEA FRUTILLA MACROFOOD KG,2025,2957,1-9-2020,2-12-2020,1
40400002054,JALEA GUINDA MACROFOOD KG,2025,2957,1-9-2020,2-12-2020,1
40400002056,JALEA MANZANA MACROFOOD KG,2025,2957,1-9-2020,2-12-2020,1
40400002058,JALEA NARANJA MACROFOOD KG,1718,2508,1-9-2020,2-12-2020,1
40400002063,JALEA PI#A MACROFOOD KG,2025,2957,1-9-2020,2-12-2020,1
40400002071,JUGO LIMON TRAVERSO 500ML,704,1028,1-9-2020,2-12-2020,1
40400002073,JUREL CONSERVA COLISEO 425GR,1358,1983,1-9-2020,2-12-2020,1
40400002075,KETCHUP HELLMANNS DOYP 1KG,1554,2269,1-9-2020,2-12-2020,1
40400002082,LECHE ASADA MACROFOOD KG,1474,2152,1-9-2020,2-12-2020,1
40400002084,LECHE CONDENSADA NESTLE 397G,859,1254,1-9-2020,2-12-2020,1
40400002086,LECHE EVAPORADA IDEAL 400CC,888,1296,1-9-2020,2-12-2020,1
40400002087,LECHE NEVADA MACROFOOD KG,1474,2152,1-9-2020,2-12-2020,1
40400002094,LECHE POLVO 26% MACROFOOD KG,3071,4484,1-9-2020,2-12-2020,1
40400002102,LECHE POLVO SVELTY 800GR,3758,5487,1-9-2020,2-12-2020,1
40400002105,LENTEJA 6MM BONANZA 1KG,1686,2462,1-9-2020,2-12-2020,1
40400002113,MAICENA ALTO LA CRUZ KG,1127,1645,1-9-2020,2-12-2020,1
40400002122,MANJAR COLUN 1KG,1568,2289,1-9-2020,2-12-2020,1
40400002128,MANTECA VEGETAL PANAD LESAFFRE 1KG,2083,3041,1-9-2020,2-12-2020,1
40400002150,MERENGUE INSTANT MACROFOOD KG,1592,2324,1-9-2020,2-12-2020,1
40400002161,MERM CIRUELA S/AZU REGIMEL 200G,690,1007,1-9-2020,2-12-2020,1
40400002171,MERM DAMASCO S/AZU REGIMEL 200GR,690,1007,1-9-2020,2-12-2020,1
40400002173,MERM DAMASCO WATTS 250GR,573,837,1-9-2020,2-12-2020,1
40400002182,MERM DURAZNO S/AZU REGIMEL 200GR,690,1007,1-9-2020,2-12-2020,1
40400002183,MERM DURAZNO WATTS 250GR,573,837,1-9-2020,2-12-2020,1
40400002186,MERM FRAMBUESA WATTS 250GR,749,1094,1-9-2020,2-12-2020,1
40400002191,MERM FRUTILLA S/AZU REGIMEL 200GR,699,1021,1-9-2020,2-12-2020,1
40400002193,MERM FRUTILLA WATTS 250GR,749,1094,1-9-2020,2-12-2020,1
40400002202,MERM MORA S/AZU REGIMEL 200GR,699,1021,1-9-2020,2-12-2020,1
40400002203,MERM MORA WATTS 250GR,749,1094,1-9-2020,2-12-2020,1
40400002206,MIEL ABEJA ALTO LA CRUZ KG,4484,6547,1-9-2020,2-12-2020,1
40400002219,MOSTAZA JB 1KG,1344,1962,1-9-2020,2-12-2020,1
40400002223,MOUSSE CHOCOLATE TKF KG,2281,3330,1-9-2020,2-12-2020,1
40400002224,MOUSSE COCO TKF KG,2090,3051,1-9-2020,2-12-2020,1
40400002225,MOUSSE FRAMBUESA TKF KG,2281,3330,1-9-2020,2-12-2020,1
40400002226,MOUSSE LUCUMA TKF KG,2281,3330,1-9-2020,2-12-2020,1
40400002227,MOUSSE MENTA TKF KG,2281,3330,1-9-2020,2-12-2020,1
40400002228,MOUSSE MOKA TKF KG,2281,3330,1-9-2020,2-12-2020,1
40400002230,MOUSSE VAINILLA TKF KG,2281,3330,1-9-2020,2-12-2020,1
40400002252,NUEZ PELADA ALTO LA CRUZ KG,10753,15699,1-9-2020,2-12-2020,1
40400002254,OREGANO HOJAS ALTO LA CRUZ KG,6031,8805,1-9-2020,2-12-2020,1
40400002261,PALMITO CONS BONANZA 400GR,901,1315,1-9-2020,2-12-2020,1
40400002264,PASA MORENA ALTO LA CRUZ 1KG,2341,3418,1-9-2020,2-12-2020,1
40400002267,PASA RUBIA ALTO LA CRUZ KG,4305,6285,1-9-2020,2-12-2020,1
40400002284,PICKLE DON JUAN 1KG,2163,3158,1-9-2020,2-12-2020,1
40400002295,PI#A JUGO RODAJA BONANZA 560GR,1079,1575,1-9-2020,2-12-2020,1
40400002297,PI#A JUGO RODAJAS ALTO LA CRUZ 3KG,5237,7646,1-9-2020,2-12-2020,1
40400002306,POROTO HALLADO BONANZA KG,2103,3070,1-9-2020,2-12-2020,1
40400002318,PURE PAPA ALCAFOOD KG,2408,3516,1-9-2020,2-12-2020,1
40400002327,QUESO RALLADO DOS ALAMOS 80GR,870,1270,1-9-2020,2-12-2020,1
40400002361,SABOR CHOCOLATE EN POLVO MILO 700GR,3491,5097,1-9-2020,2-12-2020,1
40400002364,SAL DE MESA LOBOS 1KG,776,1133,1-9-2020,2-12-2020,1
40400002366,SAL DIETETICA BIOSAL 125GR,799,1167,1-9-2020,2-12-2020,1
40400002375,SALSA CARAMELO MACROFOOD 1LT,1475,2154,1-9-2020,2-12-2020,1
40400002379,SALSA CHOCOLATE MACROFOOD 1LT,1475,2154,1-9-2020,2-12-2020,1
40400002389,SALSA DE SOYA TRAVERSO 500CC,1104,1612,1-9-2020,2-12-2020,1
40400002391,SALSA ESPA#OLA MACROFOOD KG,3229,4714,1-9-2020,2-12-2020,1
40400002395,SALSA FRAMBUESA MACROFOOD 1LT,1475,2154,1-9-2020,2-12-2020,1
40400002398,SALSA FRUTILLA BYT 1LT,1626,2374,1-9-2020,2-12-2020,1
40400002406,SALSA TOMATE SAN REMO 200CC,217,317,1-9-2020,2-12-2020,1
40400002417,SEMOLA C/LECHE TKF KG,1173,1713,1-9-2020,2-12-2020,1
40400002418,SEMOLA CAROZZI 1KG,1157,1689,1-9-2020,2-12-2020,1
40400002420,SOPA CARNE C/ARROZ MARCOFOOD KG,1304,1904,1-9-2020,2-12-2020,1
40400002421,SOPA CARNE C/CARACOLITO MACROFOOD KG,1304,1904,1-9-2020,2-12-2020,1
40400002422,SOPA CARNE C/FIDEOS MACROFOOD KG,1335,1949,1-9-2020,2-12-2020,1
40400002424,SOPA CARNE C/VERDURA MACROFOOD KG,1304,1904,1-9-2020,2-12-2020,1
40400002427,SOPA CARNE SEMOLA MACROFOOD KG,1304,1904,1-9-2020,2-12-2020,1
40400002452,SOPA POLLO C/ARROZ MACROFOOD KG,1304,1904,1-9-2020,2-12-2020,1
40400002454,SOPA POLLO C/FIDEOS MACROFOOD KG,1335,1949,1-9-2020,2-12-2020,1
40400002456,SOPA POLLO C/SEMOLA MACROFOOD KG,1304,1904,1-9-2020,2-12-2020,1
40400002458,SOPA POLLO VERDURA MACROFOO KG,1304,1904,1-9-2020,2-12-2020,1
40400002472,SURTIDO MARISCO ACEITE A/F R.CRUSOE 190G,1171,1710,1-9-2020,2-12-2020,1
40400002473,SURTIDO MARISCO AGUA A/F R.CRUSOE 190G,1171,1710,1-9-2020,2-12-2020,1
40400002480,TE CEYLAN AMARILLO LIPTON CJTA 100BL,2145,3132,1-9-2020,2-12-2020,1
40400002489,TE ETIQUETA NEGRA LIPTON CJTA 100BL,2486,3630,1-9-2020,2-12-2020,1
40400002490,TE HIERBAS SURTIDA LIPTON CJTA 100BL,4117,6011,1-9-2020,2-12-2020,1
40400002496,TRIGO MOTE ALTO LA CRUZ KG,1329,1940,1-9-2020,2-12-2020,1
